0 0 -0.078 6 30 
0.02 0.00291707 -0.0779756 5.79296 30.1183 
0.04 0.00578198 -0.0778934 5.58767 30.2324 
0.06 0.00859459 -0.0777542 5.38424 30.3425 
0.08 0.0113548 -0.0775593 5.18276 30.4485 
0.1 0.0140625 -0.0773096 4.98333 30.5505 
0.12 0.0167176 -0.0770061 4.78604 30.6485 
0.14 0.01932 -0.0766501 4.591 30.7426 
0.16 0.0218698 -0.0762423 4.39827 30.8328 
0.18 0.0243669 -0.0757841 4.20797 30.9192 
0.2 0.0268114 -0.0752763 4.02015 31.0018 
0.22 0.0292033 -0.0747201 3.83491 31.0806 
0.24 0.0315426 -0.0741165 3.65233 31.1558 
0.26 0.0338294 -0.0734665 3.47247 31.2273 
0.28 0.0360638 -0.0727713 3.29541 31.2953 
0.3 0.0382459 -0.0720318 3.12122 31.3598 
0.32 0.0403759 -0.071249 2.94996 31.4208 
0.34 0.0424539 -0.0704242 2.78171 31.4784 
0.36 0.0444801 -0.0695581 2.61651 31.5326 
0.38 0.0464546 -0.068652 2.45444 31.5836 
0.4 0.0483777 -0.0677069 2.29553 31.6313 
0.42 0.0502496 -0.0667236 2.13986 31.676 
0.44 0.0520705 -0.0657034 1.98747 31.7175 
0.46 0.0538406 -0.0646472 1.83841 31.756 
0.48 0.0555603 -0.063556 1.69272 31.7915 
0.5 0.0572298 -0.0624308 1.55044 31.8242 
0.52 0.0588494 -0.0612727 1.41163 31.854 
0.54 0.0604194 -0.0600826 1.27632 31.8812 
0.56 0.0619401 -0.0588615 1.14454 31.9056 
0.58 0.0634119 -0.0576104 1.01632 31.9274 
0.6 0.0648351 -0.0563302 0.891714 31.9467 
0.62 0.0662101 -0.055022 0.770735 31.9635 
0.64 0.0675373 -0.0536867 0.653413 31.9779 
0.66 0.0688169 -0.0523252 0.539775 31.9901 
0.68 0.0700495 -0.0509386 0.429843 31.9999 
0.7 0.0712355 -0.0495276 0.32364 32.0076 
0.72 0.0723751 -0.0480934 0.221182 32.0133 
0.74 0.073469 -0.0466367 0.122489 32.0168 
0.76 0.0745175 -0.0451586 0.0275743 32.0185 
0.78 0.075521 -0.0436598 -0.0635489 32.0183 
0.8 0.07648 -0.0421413 -0.150869 32.0163 
0.82 0.0773951 -0.0406041 -0.234378 32.0126 
0.84 0.0782665 -0.0390489 -0.314068 32.0072 
0.86 0.0790949 -0.0374766 -0.389933 32.0003 
0.88 0.0798807 -0.0358881 -0.46197 31.9919 
0.9 0.0806244 -0.0342842 -0.530177 31.9821 
0.92 0.0813266 -0.0326659 -0.594554 31.9709 
0.94 0.0819876 -0.0310338 -0.655102 31.9585 
0.96 0.0826081 -0.0293888 -0.711826 31.945 
0.98 0.0831885 -0.0277318 -0.764729 31.9303 
1 0.0837294 -0.0260634 -0.813818 31.9146 
1.02 0.0842313 -0.0243846 -0.859101 31.8979 
1.04 0.0846948 -0.0226961 -0.900588 31.8804 
1.06 0.0851204 -0.0209986 -0.93829 31.8621 
1.08 0.0855085 -0.0192929 -0.97222 31.843 
1.1 0.0858599 -0.0175798 -1.00239 31.8233 
1.12 0.086175 -0.0158599 -1.02882 31.803 
1.14 0.0864544 -0.0141341 -1.05152 31.7823 
1.16 0.0866986 -0.0124029 -1.07051 31.7611 
1.18 0.0869082 -0.0106672 -1.08582 31.7395 
1.2 0.0870839 -0.0089275 -1.09745 31.7177 
1.22 0.087226 -0.00718461 -1.10544 31.6957 
1.24 0.0873353 -0.00543914 -1.10981 31.6735 
1.26 0.0874122 -0.00369176 -1.11057 31.6513 
1.28 0.0874574 -0.0019431 -1.10776 31.6292 
1.3 0.0874715 -0.000193806 -1.10141 31.607 
1.32 0.0874549 0.00155552 -1.09153 31.5851 
1.34 0.0874084 0.00330426 -1.07817 31.5634 
1.36 0.0873323 0.00505183 -1.06134 31.5419 
1.38 0.0872274 0.00679763 -1.04108 31.5209 
1.4 0.0870943 0.0085411 -1.01742 31.5003 
1.42 0.0869334 0.0102817 -0.990387 31.4801 
1.44 0.0867453 0.0120188 -0.960025 31.4606 
1.46 0.0865308 0.0137519 -0.926362 31.4416 
1.48 0.0862902 0.0154806 -0.889433 31.4234 
1.5 0.0860242 0.0172042 -0.849274 31.406 
1.52 0.0857333 0.0189223 -0.805923 31.3893 
1.54 0.0854182 0.0206344 -0.759415 31.3736 
1.56 0.0850794 0.0223399 -0.709788 31.3588 
1.58 0.0847175 0.0240385 -0.657082 31.3451 
1.6 0.0843329 0.0257297 -0.601335 31.3324 
1.62 0.0839264 0.027413 -0.542588 31.3209 
1.64 0.0834984 0.029088 -0.48088 31.3105 
1.66 0.0830496 0.0307542 -0.416252 31.3014 
1.68 0.0825804 0.0324113 -0.348746 31.2937 
1.7 0.0820914 0.0340589 -0.278404 31.2873 
1.72 0.0815832 0.0356965 -0.205269 31.2823 
1.74 0.0810563 0.0373238 -0.129382 31.2788 
1.76 0.0805112 0.0389404 -0.0507885 31.2769 
1.78 0.0799486 0.0405459 0.030469 31.2766 
1.8 0.0793688 0.0421401 0.114346 31.2779 
1.82 0.0787726 0.0437225 0.200799 31.2809 
1.84 0.0781603 0.0452929 0.289782 31.2856 
1.86 0.0775326 0.0468509 0.38125 31.2922 
1.88 0.0768898 0.0483962 0.475159 31.3006 
1.9 0.0762327 0.0499285 0.571462 31.3109 
1.92 0.0755615 0.0514476 0.670113 31.3231 
1.94 0.074877 0.0529532 0.771068 31.3374 
1.96 0.0741795 0.0544449 0.874278 31.3537 
1.98 0.0734696 0.0559226 0.979699 31.372 
2 0.0727477 0.057386 1.08728 31.3925 
2.02 0.0720144 0.0588348 1.19698 31.4152 
2.04 0.0712701 0.0602689 1.30876 31.44 
2.06 0.0705152 0.0616881 1.42255 31.4672 
2.08 0.0697504 0.063092 1.53832 31.4966 
2.1 0.068976 0.0644806 1.65602 31.5283 
2.12 0.0681925 0.0658536 1.77561 31.5624 
2.14 0.0674003 0.0672108 1.89702 31.599 
2.16 0.0666 0.0685522 2.02023 31.6379 
2.18 0.0657919 0.0698775 2.14518 31.6794 
2.2 0.0649764 0.0711865 2.27183 31.7233 
2.22 0.0641541 0.0724792 2.40012 31.7698 
2.24 0.0633253 0.0737554 2.53001 31.8189 
2.26 0.0624905 0.0750149 2.66146 31.8706 
2.28 0.0616501 0.0762577 2.79442 31.9249 
2.3 0.0608044 0.0774837 2.92884 31.9819 
2.32 0.059954 0.0786927 3.06468 32.0417 
2.34 0.0590991 0.0798847 3.20189 32.1041 
2.36 0.0582402 0.0810595 3.34042 32.1693 
2.38 0.0573776 0.0822171 3.48023 32.2373 
2.4 0.0565118 0.0833575 3.62127 32.308 
2.42 0.0556431 0.0844805 3.76351 32.3816 
2.44 0.0547719 0.0855861 3.90688 32.4581 
2.46 0.0538985 0.0866743 4.05136 32.5374 
2.48 0.0530233 0.0877449 4.19689 32.6197 
2.5 0.0521466 0.0887981 4.34342 32.7048 
2.52 0.0512688 0.0898337 4.49093 32.7929 
2.54 0.0503902 0.0908518 4.63936 32.884 
2.56 0.0495112 0.0918523 4.78867 32.978 
2.58 0.048632 0.0928352 4.93881 33.075 
2.6 0.047753 0.0938005 5.08975 33.1751 
2.62 0.0468745 0.0947482 5.24144 33.2781 
2.64 0.0459968 0.0956784 5.39384 33.3842 
2.66 0.0451201 0.096591 5.54691 33.4934 
2.68 0.0442448 0.0974861 5.70061 33.6056 
2.7 0.0433712 0.0983638 5.85489 33.7209 
2.72 0.0424996 0.0992239 6.00972 33.8393 
2.74 0.0416301 0.100067 6.16505 33.9608 
2.76 0.0407631 0.100892 6.32086 34.0854 
2.78 0.0398989 0.1017 6.47709 34.2131 
2.8 0.0390376 0.102491 6.63371 34.3439 
2.82 0.0381796 0.103265 6.79068 34.4779 
2.84 0.037325 0.104021 6.94796 34.6151 
2.86 0.0364741 0.10476 7.10552 34.7553 
2.88 0.0356272 0.105483 7.26332 34.8987 
2.9 0.0347845 0.106188 7.42132 35.0453 
2.92 0.0339461 0.106877 7.57948 35.1951 
2.94 0.0331123 0.107549 7.73778 35.348 
2.96 0.0322833 0.108204 7.89617 35.5041 
2.98 0.0314593 0.108843 8.05462 35.6633 
3 0.0306404 0.109465 8.2131 35.8257 
3.02 0.029827 0.110072 8.37157 35.9913 
3.04 0.029019 0.110661 8.53 36.1601 
3.06 0.0282168 0.111235 8.68836 36.332 
3.08 0.0274205 0.111793 8.84661 36.5071 
3.1 0.0266302 0.112335 9.00473 36.6853 
3.12 0.0258462 0.112861 9.16267 36.8667 
3.14 0.0250685 0.113371 9.32042 37.0513 
3.16 0.0242973 0.113866 9.47794 37.239 
