0 -0.0294167 
0.2 -0.0284839 
0.4 -0.0275502 
0.6 -0.0266156 
0.8 -0.0256802 
1 -0.024744 
1.2 -0.023807 
1.4 -0.0228691 
1.6 -0.0219304 
1.8 -0.0209909 
2 -0.0200506 
2.2 -0.0191096 
2.4 -0.0181677 
2.6 -0.0172251 
2.8 -0.0162818 
3 -0.0153376 
3.2 -0.0143928 
3.4 -0.0134472 
3.6 -0.0125008 
3.8 -0.0115538 
4 -0.0106061 
4.2 -0.00965761 
4.4 -0.00870847 
4.6 -0.00775865 
4.8 -0.00680816 
5 -0.00585701 
5.2 -0.0049052 
5.4 -0.00395275 
5.6 -0.00299966 
5.8 -0.00204594 
6 -0.00109161 
6.2 -0.00013666 
6.4 0.000818888 
6.6 0.00177503 
6.8 0.00273175 
7 0.00368905 
7.2 0.00464691 
7.4 0.00560533 
7.6 0.00656429 
7.8 0.00752379 
8 0.00848382 
8.2 0.00944438 
8.4 0.0104054 
8.6 0.011367 
8.8 0.0123291 
9 0.0132916 
9.2 0.0142546 
9.4 0.0152181 
9.6 0.016182 
9.8 0.0171464 
10 0.0181112 
10.2 0.0190765 
10.4 0.0200421 
10.6 0.0210082 
10.8 0.0219747 
11 0.0229416 
11.2 0.0239088 
11.4 0.0248764 
11.6 0.0258444 
11.8 0.0268128 
12 0.0277815 
12.2 0.0287505 
12.4 0.0297199 
12.6 0.0306895 
12.8 0.0316595 
13 0.0326298 
13.2 0.0336004 
13.4 0.0345712 
13.6 0.0355423 
13.8 0.0365137 
14 0.0374854 
14.2 0.0384573 
14.4 0.0394294 
14.6 0.0404017 
14.8 0.0413743 
15 0.0423471 
15.2 0.0433201 
15.4 0.0442932 
15.6 0.0452666 
15.8 0.0462401 
16 0.0472137 
16.2 0.0481876 
16.4 0.0491615 
16.6 0.0501356 
16.8 0.0511099 
17 0.0520842 
17.2 0.0530587 
17.4 0.0540332 
17.6 0.0550078 
17.8 0.0559826 
18 0.0569573 
18.2 0.0579322 
18.4 0.0589071 
18.6 0.059882 
18.8 0.060857 
19 0.061832 
19.2 0.062807 
19.4 0.063782 
19.6 0.0647571 
19.8 0.0657321 
20 0.0667071 
