-1 -1 
-0.98 -0.95557 
-0.96 -0.909449 
-0.94 -0.861609 
-0.92 -0.812023 
-0.9 -0.760668 
-0.88 -0.707526 
-0.86 -0.652581 
-0.84 -0.595821 
-0.82 -0.537239 
-0.8 -0.476832 
-0.78 -0.414604 
-0.76 -0.350562 
-0.74 -0.28472 
-0.72 -0.217098 
-0.7 -0.14772 
-0.68 -0.0766191 
-0.66 -0.00383383 
-0.64 0.0705905 
-0.62 0.146602 
-0.6 0.22414 
-0.58 0.303139 
-0.56 0.383526 
-0.54 0.465219 
-0.52 0.54813 
-0.5 0.632165 
-0.48 0.717221 
-0.46 0.803189 
-0.44 0.889954 
-0.42 0.977395 
-0.4 1.06538 
-0.38 1.15379 
-0.36 1.24247 
-0.34 1.33128 
-0.32 1.42008 
-0.3 1.50871 
-0.28 1.59702 
-0.26 1.68485 
-0.24 1.77205 
-0.22 1.85844 
-0.2 1.94387 
-0.18 2.02817 
-0.16 2.11118 
-0.14 2.19275 
-0.12 2.27269 
-0.1 2.35086 
-0.08 2.4271 
-0.06 2.50125 
-0.04 2.57317 
-0.02 2.64269 
6.17562e-016 2.70968 
0.02 2.774 
0.04 2.8355 
0.06 2.89407 
0.08 2.94957 
0.1 3.00188 
0.12 3.05089 
0.14 3.09649 
0.16 3.13856 
0.18 3.17702 
0.2 3.21177 
0.22 3.24272 
0.24 3.26979 
0.26 3.29291 
0.28 3.31199 
0.3 3.32697 
0.32 3.3378 
0.34 3.3444 
0.36 3.34674 
0.38 3.34476 
0.4 3.33842 
0.42 3.32767 
0.44 3.31249 
0.46 3.29283 
0.48 3.26866 
0.5 3.23996 
0.52 3.2067 
0.54 3.16887 
0.56 3.12642 
0.58 3.07936 
0.6 3.02766 
0.62 2.9713 
0.64 2.91027 
0.66 2.84456 
0.68 2.77416 
0.7 2.69905 
0.72 2.61921 
0.74 2.53465 
0.76 2.44535 
0.78 2.3513 
0.8 2.25248 
0.82 2.14889 
0.84 2.04052 
0.86 1.92736 
0.88 1.80939 
0.9 1.68661 
0.92 1.55899 
0.94 1.42654 
0.96 1.28923 
0.98 1.14706 
1 1 
