0 1 
0.01 0.929048 
0.02 0.859584 
0.03 0.791602 
0.04 0.7251 
0.05 0.660075 
0.06 0.596523 
0.07 0.53444 
0.08 0.473824 
0.09 0.41467 
0.1 0.356976 
0.11 0.300739 
0.12 0.245954 
0.13 0.192619 
0.14 0.14073 
0.15 0.0902852 
0.16 0.0412802 
0.17 -0.0062879 
0.18 -0.0524221 
0.19 -0.0971254 
0.2 -0.140401 
0.21 -0.182252 
0.22 -0.222681 
0.23 -0.261691 
0.24 -0.299285 
0.25 -0.335466 
0.26 -0.370236 
0.27 -0.403599 
0.28 -0.435558 
0.29 -0.466114 
0.3 -0.49527 
0.31 -0.52303 
0.32 -0.549395 
0.33 -0.574369 
0.34 -0.597954 
0.35 -0.620151 
0.36 -0.640964 
0.37 -0.660395 
0.38 -0.678447 
0.39 -0.69512 
0.4 -0.710419 
0.41 -0.724344 
0.42 -0.736898 
0.43 -0.748084 
0.44 -0.757902 
0.45 -0.766356 
0.46 -0.773447 
0.47 -0.779176 
0.48 -0.783547 
0.49 -0.78656 
0.5 -0.788218 
0.51 -0.788522 
0.52 -0.787474 
0.53 -0.785075 
0.54 -0.781327 
0.55 -0.776232 
0.56 -0.769791 
0.57 -0.762006 
0.58 -0.752878 
0.59 -0.742409 
0.6 -0.730599 
0.61 -0.71745 
0.62 -0.702964 
0.63 -0.687141 
0.64 -0.669983 
0.65 -0.651492 
0.66 -0.631667 
0.67 -0.61051 
0.68 -0.588022 
0.69 -0.564205 
0.7 -0.539058 
0.71 -0.512584 
0.72 -0.484783 
0.73 -0.455655 
0.74 -0.425202 
0.75 -0.393424 
0.76 -0.360322 
0.77 -0.325898 
0.78 -0.29015 
0.79 -0.253081 
0.8 -0.214691 
0.81 -0.17498 
0.82 -0.133948 
0.83 -0.0915977 
0.84 -0.0479279 
0.85 -0.00293948 
0.86 0.0433671 
0.87 0.0909913 
0.88 0.139933 
0.89 0.190192 
0.9 0.241767 
0.91 0.294658 
0.92 0.348866 
0.93 0.404389 
0.94 0.461228 
0.95 0.519383 
0.96 0.578852 
0.97 0.639636 
0.98 0.701736 
0.99 0.76515 
1 0.829878 
