-1 0.0293118 
-0.98 0.0291485 
-0.96 0.0289852 
-0.94 0.0288217 
-0.92 0.0286581 
-0.9 0.0284944 
-0.88 0.0283306 
-0.86 0.0281667 
-0.84 0.0280026 
-0.82 0.0278385 
-0.8 0.0276743 
-0.78 0.02751 
-0.76 0.0273455 
-0.74 0.027181 
-0.72 0.0270164 
-0.7 0.0268517 
-0.68 0.0266869 
-0.66 0.0265221 
-0.64 0.0263571 
-0.62 0.0261921 
-0.6 0.026027 
-0.58 0.0258618 
-0.56 0.0256965 
-0.54 0.0255312 
-0.52 0.0253658 
-0.5 0.0252003 
-0.48 0.0250347 
-0.46 0.0248691 
-0.44 0.0247034 
-0.42 0.0245377 
-0.4 0.0243719 
-0.38 0.024206 
-0.36 0.0240401 
-0.34 0.0238742 
-0.32 0.0237081 
-0.3 0.0235421 
-0.28 0.023376 
-0.26 0.0232098 
-0.24 0.0230436 
-0.22 0.0228774 
-0.2 0.0227111 
-0.18 0.0225448 
-0.16 0.0223785 
-0.14 0.0222121 
-0.12 0.0220457 
-0.1 0.0218792 
-0.08 0.0217128 
-0.06 0.0215463 
-0.04 0.0213798 
-0.02 0.0212133 
6.17562e-016 0.0210467 
0.02 0.0208802 
0.04 0.0207136 
0.06 0.020547 
0.08 0.0203804 
0.1 0.0202139 
0.12 0.0200473 
0.14 0.0198807 
0.16 0.0197141 
0.18 0.0195475 
0.2 0.0193809 
0.22 0.0192143 
0.24 0.0190477 
0.26 0.0188812 
0.28 0.0187146 
0.3 0.0185481 
0.32 0.0183816 
0.34 0.0182151 
0.36 0.0180486 
0.38 0.0178821 
0.4 0.0177157 
0.42 0.0175493 
0.44 0.0173829 
0.46 0.0172166 
0.48 0.0170503 
0.5 0.016884 
0.52 0.0167178 
0.54 0.0165516 
0.56 0.0163855 
0.58 0.0162194 
0.6 0.0160533 
0.62 0.0158873 
0.64 0.0157214 
0.66 0.0155555 
0.68 0.0153896 
0.7 0.0152239 
0.72 0.0150581 
0.74 0.0148925 
0.76 0.0147269 
0.78 0.0145613 
0.8 0.0143959 
0.82 0.0142305 
0.84 0.0140652 
0.86 0.0138999 
0.88 0.0137348 
0.9 0.0135697 
0.92 0.0134047 
0.94 0.0132397 
0.96 0.0130749 
0.98 0.0129101 
1 0.0127455 
