0 0.483753 -0.60041 
0.01 0.483742 -0.600397 
0.02 0.483731 -0.600384 
0.03 0.48372 -0.600372 
0.04 0.48371 -0.600359 
0.05 0.483699 -0.600346 
0.06 0.483688 -0.600333 
0.07 0.483677 -0.600321 
0.08 0.483666 -0.600308 
0.09 0.483655 -0.600295 
0.1 0.483645 -0.600283 
0.11 0.483634 -0.60027 
0.12 0.483623 -0.600257 
0.13 0.483612 -0.600245 
0.14 0.483601 -0.600232 
0.15 0.48359 -0.600219 
0.16 0.483579 -0.600206 
0.17 0.483569 -0.600194 
0.18 0.483558 -0.600181 
0.19 0.483547 -0.600168 
0.2 0.483536 -0.600156 
0.21 0.483525 -0.600143 
0.22 0.483514 -0.60013 
0.23 0.483503 -0.600118 
0.24 0.483493 -0.600105 
0.25 0.483482 -0.600092 
0.26 0.483471 -0.60008 
0.27 0.48346 -0.600067 
0.28 0.483449 -0.600054 
0.29 0.483438 -0.600042 
0.3 0.483427 -0.600029 
0.31 0.483416 -0.600017 
0.32 0.483406 -0.600004 
0.33 0.483395 -0.599991 
0.34 0.483384 -0.599979 
0.35 0.483373 -0.599966 
0.36 0.483362 -0.599953 
0.37 0.483351 -0.599941 
0.38 0.48334 -0.599928 
0.39 0.483329 -0.599915 
0.4 0.483318 -0.599903 
0.41 0.483307 -0.59989 
0.42 0.483297 -0.599878 
0.43 0.483286 -0.599865 
0.44 0.483275 -0.599852 
0.45 0.483264 -0.59984 
0.46 0.483253 -0.599827 
0.47 0.483242 -0.599815 
0.48 0.483231 -0.599802 
0.49 0.48322 -0.599789 
0.5 0.483209 -0.599777 
0.51 0.483198 -0.599764 
0.52 0.483187 -0.599752 
0.53 0.483176 -0.599739 
0.54 0.483166 -0.599727 
0.55 0.483155 -0.599714 
0.56 0.483144 -0.599701 
0.57 0.483133 -0.599689 
0.58 0.483122 -0.599676 
0.59 0.483111 -0.599664 
0.6 0.4831 -0.599651 
0.61 0.483089 -0.599639 
0.62 0.483078 -0.599626 
0.63 0.483067 -0.599613 
0.64 0.483056 -0.599601 
0.65 0.483045 -0.599588 
0.66 0.483034 -0.599576 
0.67 0.483023 -0.599563 
0.68 0.483012 -0.599551 
0.69 0.483001 -0.599538 
0.7 0.482991 -0.599526 
0.71 0.48298 -0.599513 
0.72 0.482969 -0.5995 
0.73 0.482958 -0.599488 
0.74 0.482947 -0.599475 
0.75 0.482936 -0.599463 
0.76 0.482925 -0.59945 
0.77 0.482914 -0.599438 
0.78 0.482903 -0.599425 
0.79 0.482892 -0.599413 
0.8 0.482881 -0.5994 
0.81 0.48287 -0.599388 
0.82 0.482859 -0.599375 
0.83 0.482848 -0.599363 
0.84 0.482837 -0.59935 
0.85 0.482826 -0.599338 
0.86 0.482815 -0.599325 
0.87 0.482804 -0.599313 
0.88 0.482793 -0.5993 
0.89 0.482782 -0.599288 
0.9 0.482771 -0.599275 
0.91 0.48276 -0.599263 
0.92 0.482749 -0.59925 
0.93 0.482738 -0.599238 
0.94 0.482727 -0.599225 
0.95 0.482716 -0.599213 
0.96 0.482705 -0.5992 
0.97 0.482694 -0.599188 
0.98 0.482683 -0.599175 
0.99 0.482672 -0.599163 
1 0.482661 -0.59915 
