0 0 0 
0.00314159 -4.79731e-007 -0.000366487 
0.00628318 -2.11081e-006 -0.000732973 
0.00942477 -4.89324e-006 -0.00109946 
0.0125664 -8.82701e-006 -0.00146594 
0.015708 -1.39121e-005 -0.00183242 
0.0188495 -2.01485e-005 -0.0021989 
0.0219911 -2.75363e-005 -0.00256537 
0.0251327 -3.60753e-005 -0.00293185 
0.0282743 -4.57657e-005 -0.00329832 
0.0314159 -5.66074e-005 -0.00366479 
0.0345575 -6.86004e-005 -0.00403126 
0.0376991 -8.17446e-005 -0.00439772 
0.0408407 -9.60402e-005 -0.00476419 
0.0439823 -0.000111487 -0.00513065 
0.0471239 -0.000128085 -0.00549711 
0.0502654 -0.000145834 -0.00586357 
0.053407 -0.000164735 -0.00623003 
0.0565486 -0.000184787 -0.00659649 
0.0596902 -0.00020599 -0.00696294 
0.0628318 -0.000228345 -0.00732939 
0.0659734 -0.00025185 -0.00769584 
0.069115 -0.000276507 -0.00806229 
0.0722566 -0.000302315 -0.00842873 
0.0753982 -0.000329274 -0.00879518 
0.0785398 -0.000357385 -0.00916162 
0.0816813 -0.000386647 -0.00952806 
0.0848229 -0.00041706 -0.0098945 
0.0879645 -0.000448624 -0.0102609 
0.0911061 -0.000481339 -0.0106274 
0.0942477 -0.000515205 -0.0109938 
0.0973893 -0.000550223 -0.0113602 
0.100531 -0.000586392 -0.0117267 
0.103672 -0.000623712 -0.0120931 
0.106814 -0.000662183 -0.0124595 
0.109956 -0.000701806 -0.0128259 
0.113097 -0.000742579 -0.0131924 
0.116239 -0.000784504 -0.0135588 
0.11938 -0.00082758 -0.0139252 
0.122522 -0.000871806 -0.0142916 
0.125664 -0.000917184 -0.014658 
0.128805 -0.000963714 -0.0150244 
0.131947 -0.00101139 -0.0153909 
0.135088 -0.00106023 -0.0157573 
0.13823 -0.00111021 -0.0161237 
0.141372 -0.00116134 -0.0164901 
0.144513 -0.00121363 -0.0168565 
0.147655 -0.00126706 -0.0172229 
0.150796 -0.00132165 -0.0175893 
0.153938 -0.00137739 -0.0179557 
0.15708 -0.00143428 -0.0183221 
0.160221 -0.00149232 -0.0186885 
0.163363 -0.00155151 -0.0190549 
0.166504 -0.00161185 -0.0194213 
0.169646 -0.00167334 -0.0197877 
0.172787 -0.00173599 -0.020154 
0.175929 -0.00179978 -0.0205204 
0.179071 -0.00186473 -0.0208868 
0.182212 -0.00193083 -0.0212532 
0.185354 -0.00199807 -0.0216196 
0.188495 -0.00206647 -0.0219859 
0.191637 -0.00213602 -0.0223523 
0.194779 -0.00220673 -0.0227187 
